coil_type,turns,turns2,r1,r2,wire_d,pitch1,pitch2,Lcore,Lpri,Lsec,L
bobinaL1,2,1.5,0.00675,0.0075,0.00075,0.0012181751485592,0.0019383928830124,0.00246398788362281,3.06471093914532e-07,3.00946439581061e-07,6.07417533495592e-07
