coil_type,turns,turns2,r1,r2,wire_d,pitch1,pitch2,Lcore,Lpri,Lsec,L
1,2,1.5,0.00675,0.0075,0.00075,0.0018092698924269,0.0011531733334558,0.0029508384124883,3.12006249625389e-07,3.42144988095378e-07,6.54151237720767e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0018417903355269,0.0019553377548312,0.0018526528229219,3.01785358096954e-07,1.82152231161706e-07,4.83937589258661e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0015912103048993,0.0007712376639551,0.002082679813009,3.2464299380149e-07,4.30028367367263e-07,7.54671361168753e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0010851606311563,0.0011075041314408,0.0014566148350762,3.35120896905064e-07,2.44976374474124e-07,5.80097271379188e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0007671192916423,0.0018153209199585,0.0024601495265602,3.15745051232458e-07,4.40941137054773e-07,7.56686188287231e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0016265092450335,0.0014538814427065,0.0011384149901947,3.14294113075875e-07,1.86284577702876e-07,5.00578690778751e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0012177312282311,0.001277852871718,0.0021364906349132,3.27396720213139e-07,3.98939237358237e-07,7.26335957571376e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0019798152204411,0.0013992674533603,0.0023954695990228,3.04500672807629e-07,3.75603828871369e-07,6.80104501678998e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0018878008628269,0.0009112749960982,0.0017625387385373,3.12936013423575e-07,3.40606240443574e-07,6.5354225386715e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0015455729842961,0.0008595168131561,0.0025374140084285,3.24673539867503e-07,4.32582273010818e-07,7.57255812878321e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0009725642862058,0.0016652517075843,0.0010496863741419,3.17866964596132e-07,1.1133260883491e-07,4.29199573431042e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0011825964761661,0.0017026346180959,0.0012143510158811,3.14285715202554e-07,1.4298996010529e-07,4.57275675307845e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0014984155785365,0.0018116004069606,0.0028341306368381,3.08314551570047e-07,4.15704471667037e-07,7.24019023237085e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0010023344740826,0.0019302454599683,0.0019837065572918,3.09054004562588e-07,1.88353389105138e-07,4.97407393667726e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0008852512424679,0.0010596248348736,0.0015929431252599,3.41275353609332e-07,3.24374912180852e-07,6.65650265790184e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0012690016121191,0.000997454449855,0.0022357580721793,3.32039922934986e-07,4.83288212990333e-07,8.1532813592532e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0017244404409741,0.0015715337134993,0.0027973488689458,3.10297115419143e-07,4.08343027408682e-07,7.18640142827825e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0014266691049955,0.0012060213837887,0.0016414224418726,3.23481126856704e-07,2.48788528260759e-07,5.72269655117463e-07
1,2,1.5,0.00675,0.0075,0.00075,0.001365222684833,0.001345364135682,0.0026059769758575,3.22584796586029e-07,4.59225762762231e-07,7.8181055934826e-07
1,2,1.5,0.00675,0.0075,0.00075,0.0008593598188647,0.0015563853649593,0.0013424525822124,3.23144848850115e-07,1.99574378555657e-07,5.22719227405771e-07
